id,code,name,description,active
catalog55_5010,5010,Número de Placa,,1
catalog55_5011,5011,Categoría,,1
catalog55_5012,5012,Marca,,1
catalog55_5013,5013,Modelo,,1
catalog55_5014,5014,Color,,1
catalog55_5015,5015,Motor,,1
catalog55_5016,5016,Combustible,,1
catalog55_5017,5017,Form. Rodante,,1
catalog55_5018,5018,VIN,,1
catalog55_5019,5019,Serie/Chasis,,1
catalog55_5020,5020,Año fabricación,,1
catalog55_5021,5021,Año modelo,,1
catalog55_5022,5022,Versión,,1
catalog55_5023,5023,Ejes,,1
catalog55_5024,5024,Asientos,,1
catalog55_5025,5025,Pasajeros,,1
catalog55_5026,5026,Ruedas,,1
catalog55_5027,5027,Carrocería,,1
catalog55_5028,5028,Potencia,,1
catalog55_5029,5029,Cilindros,,1
catalog55_5030,5030,Cilindrada,,1
catalog55_5031,5031,Peso Bruto,,1
catalog55_5032,5032,Peso Neto,,1
catalog55_5033,5033,Carga Útil,,1
catalog55_5034,5034,Longitud,,1
catalog55_5035,5035,Altura,,1
catalog55_5036,5036,Ancho,,1
catalog55_5060,5060,Gas Natural - Lectura Anterior,,1
catalog55_5061,5061,Gas Natural - Lectura Actual,,1
catalog55_5062,5062,Gas Natural - Volumen consumido a Condiciones de lectura,,1
catalog55_5063,5063,Gas Natural - Factor de corrección del volumen,,1
catalog55_5064,5064,Gas Natural - Volumen a condiciones Estándares,,1
catalog55_5065,5065,Gas Natural - Volumen facturado,,1
catalog55_5066,5066,Gas Natural - Poder Calorífico Superior Promedio del Gas,,1
catalog55_6000,6000,Comercialización de Oro:  Código Unico Concesión Minera,,1
catalog55_6001,6001,Comercialización de Oro:  N° declaración compromiso,,1
catalog55_6002,6002,Comercialización de Oro:  N° Reg. Especial .Comerci. Oro,,1
catalog55_6003,6003,Comercialización de Oro:  N° Resolución que autoriza Planta de Beneficio,,1
catalog55_6004,6004,Comercialización de Oro: Ley Mineral (% concent. oro),,1
catalog55_7000,7000,Gastos Art. 37 Renta:  Número de Placa,,1
catalog55_7001,7001,Créditos Hipotecarios: Tipo de préstamo,,1
catalog55_7002,7002,Créditos Hipotecarios: Indicador de Primera Vivienda,,1
catalog55_7003,7003,Créditos Hipotecarios: Partida Registral,,1
catalog55_7004,7004,Créditos Hipotecarios: Número de contrato,,1
catalog55_7005,7005,Créditos Hipotecarios: Fecha de otorgamiento del crédito,,1
catalog55_7006,7006,Créditos Hipotecarios: Dirección del predio - Código de ubigeo,,1
catalog55_7007,7007,Créditos Hipotecarios: Dirección del predio - Dirección completa,,1
catalog55_7008,7008,Créditos Hipotecarios: Dirección del predio - Urbanización,,1
catalog55_7009,7009,Créditos Hipotecarios: Dirección del predio - Provincia,,1
catalog55_7010,7010,Créditos Hipotecarios: Dirección del predio - Distrito,,1
catalog55_7011,7011,Créditos Hipotecarios: Dirección del predio - Departamento,,1
catalog55_7012,7012,Créditos Hipotecarios: Monto del principal,,1
catalog55_7013,7013,Empresas del sistema de seguro: Número de póliza,,1
catalog55_7014,7014,Empresas del sistema de seguro: Fecha de inicio/término de vigencia de cobertura,,1
catalog55_7015,7015,Empresas del sistema de seguro: Tipo de seguro,,1
catalog55_7016,7016,Empresas del sistema de seguro: Suma asegurada / alcance de cobertura o monto,,1
catalog55_7020,7020,Subpartida nacional,,1
catalog55_7021,7021,Numero de declaracion aduanera (DAM),,1
